MeSH,PMID,abstract,title,chemical
"['Administration, Inhalation', 'Coronary Artery Bypass', 'Coronary Disease', 'physiopathology', 'surgery', 'Hemodynamics', 'drug effects', 'Humans', 'Lung', 'drug effects', 'physiology', 'Male', 'Middle Aged', 'Nitric Oxide', 'administration & dosage', 'pharmacology', 'Pulmonary Circulation', 'drug effects', 'Vascular Resistance', 'drug effects', 'Vasodilator Agents', 'administration & dosage', 'pharmacology']",8614135,"increased pulmonary vascular resistance may greatly complicate the perioperative management of cardiac surgical patients. inhaled nitric oxide may be a promising new therapy to selectively lower pulmonary vascular resistance. the purpose of this study was to examine the effects of inhaled nitric oxide on pulmonary and systemic hemodynamics in cardiac surgical patients. twenty patients (age 57 +/  6 years) were studied in the operating room after weaning from cardiopulmonary bypass. mean pulmonary artery pressure, pulmonary vascular resistance, systemic vascular resistance, and mean aortic pressure were determined at four points of data collection: before nitric oxide, with 20 ppm nitric oxide, with 40 ppm nitric oxide, and after nitric oxide. statistical analysis was by analysis of variance; significance was accepted for p < 0.05. inhaled nitric oxide produced selective pulmonary vasorelaxation. pulmonary vascular resistance was lowered from 343 +/  30 before nitric oxide to 233 +/  25 dynes.sec 1.cm 5 with 20 ppm nitric oxide. pulmonary vascular resistance was not further lowered by 40 ppm nitric oxide (p < 0.05). mean pulmonary arterial pressure was 29 +/  1 mm hg before nitric oxide and was lowered to 22 +/  1 mm hg by 20 ppm nitric oxide and 21 +/  1 mm hg by 40 ppm nitric oxide (p < 0.05). both pulmonary vascular resistance and mean pulmonary arterial pressure returned to baseline after withdrawal of inhaled nitric oxide. inhaled nitric oxide produced no changes in either systemic vascular resistance or mean aortic pressure. we conclude that nitric oxide may be used as an effective pulmonary vasodilator after cardiac operations. it may be particularly valuable for selectively lowering right ventricular afterload in patients with right ventricular dysfunction.",Effective control of pulmonary vascular resistance with inhaled nitric oxide after cardiac operation.,Nitric oxide 
"['1-Methyl-3-isobutylxanthine', 'pharmacology', 'Animals', 'Brain', 'anatomy & histology', 'enzymology', 'metabolism', 'Cyclic GMP', 'biosynthesis', 'Guanylate Cyclase', 'metabolism', 'Immunohistochemistry', 'In Vitro Techniques', 'Male', 'Neurons', 'enzymology', 'Nitric Oxide', 'metabolism', 'Nitric Oxide Synthase', 'metabolism', 'Nitroprusside', 'pharmacology', 'Phosphodiesterase Inhibitors', 'pharmacology', 'Rats', 'Rats, Inbred Lew']",9722153,"the structures capable of synthesizing cyclic gmp in response to nitric oxide in the rat brain were compared relative to the anatomical localization of neuronal nitric oxide synthase. in order to do this, we used brain slices incubated in vitro, where cyclic gmp synthesis was stimulated using sodium nitroprusside as a nitric oxide donor compound, in the presence of the phosphodiesterase inhibitor isobutylmethylxanthine. nitric oxide stimulated cyclic gmp synthesis was found in cells and fibers, but was especially prominent in varicose fibers throughout the rat brain. fibers containing the nitric oxide stimulated cyclic gmp production were present in virtually every area of the rat brain although there were large regional variations in the density of the fiber networks. when compared with the localization of nitric oxide synthase, it was observed that although nitric oxide responsive and the nitric oxide producing structures were found in similar locations in general this distribution was complementary. only occasionally was nitric oxide mediated cyclic gmp synthesis observed in structures which also contained nitric oxide synthase. we conclude that the nitric oxide responsive soluble guanylyl cyclase and nitric oxide synthase are usually juxtaposed at very short distances in the rat brain. these findings very strongly support the proposed role of nitric oxide as an endogenous activator of the soluble guanylyl cyclase in the central nervous system and convincingly demonstrate the presence of the nitric oxide cyclic gmp signal transduction pathway in virtually every area of the rat brain.","Distribution of nitric oxide synthase and nitric oxide-receptive, cyclic GMP-producing structures in the rat brain.",Nitric oxide 
"['Amino Acid Oxidoreductases', 'metabolism', 'Animals', 'Ganglia', 'ultrastructure', 'Guinea Pigs', 'Interneurons', 'enzymology', 'Intestine, Small', 'cytology', 'enzymology', 'Microscopy, Electron', 'Motor Neurons', 'enzymology', 'Myenteric Plexus', 'cytology', 'enzymology', 'Neurons', 'enzymology', 'Nitric Oxide Synthase']",7543936,"in the myenteric plexus of the guinea pig ileum, a sub population of descending interneurons contains nitric oxide synthase. final neurons in descending motility pathways, inhibitory circular muscle motor neurons, also contain nitric oxide synthase. in this study we used ultrastructural immunocytochemistry to determine whether nitric oxide synthase descending interneurons provide inputs to all nitric oxide synthase neurons. the presence of nitric oxide synthase inputs to 35 nitric oxide synthase nerve cells from three animals was examined. nine nerve cells from one ganglion were studied in serial section. every nerve cell received inputs (close contacts and synapses) from nitric oxide synthase terminals. the number of inputs to the nine serially sectioned neurons ranged from 13 to 45. the inputs were found in about equal numbers on the cell bodies and the dendrites. there was no significant correlation between the size of nitric oxide synthase neurons and the number of nitric oxide synthase inputs they received. there was also no correlation between the number of nitric oxide synthase inputs and the number of 5 hydroxytryptamine inputs (determined in a previous study) received by nitric oxide synthase neurons. random sections through an additional 26 nitric oxide synthase neurons (seven in the same ganglion and 19 from another two myenteric ganglia from different animals) were examined and nitric oxide synthase synapses and close contacts were observed on each neuron. nitric oxide synthase interneurons and motor neurons are morphologically indistinguishable.(abstract truncated at 250 words)",Analysis of connections between nitric oxide synthase neurons in the myenteric plexus of the guinea-pig small intestine.,Nitric oxide 
"['Animals', 'Humans', 'Hypertension', 'metabolism', 'physiopathology', 'Mice', 'Nitric Oxide', 'physiology', 'Sympathetic Nervous System', 'physiopathology']",9914862,"nitric oxide is hypothesized to be an inhibitory modulator of central sympathetic nervous outflow, and deficient neuronal nitric oxide production to cause sympathetic overactivity, which then contributes to nitric oxide deficient hypertension. the biochemical and neuroanatomical basis for this concept revolves around nitric oxide modulation of glutamatergic neurotransmission within brainstem vasomotor centers. the functional consequence of neuronal nitric oxide in blood pressure regulation is, however, marked by an apparent conflict in the literature. on one hand, conscious animal studies using sympathetic blockade suggest a significant role for neuronal nitric oxide deficiency in the development of nitric oxide deficient hypertension, and on the other hand, there is evidence against such a role derived from 'knock out' mice lacking nitric oxide synthase 1, the major source of neuronal nitric oxide.",Neural mechanisms in nitric-oxide-deficient hypertension.,Nitric oxide 
"['Amino Acid Oxidoreductases', 'biosynthesis', 'Animals', 'Astrocytes', 'drug effects', 'enzymology', 'Blotting, Western', 'Cells, Cultured', 'Enzyme Induction', 'drug effects', 'Nitric Oxide Synthase', 'Nitrites', 'metabolism', 'Oligonucleotides, Antisense', 'pharmacology', 'RNA, Messenger', 'biosynthesis', 'Rats', 'Receptors, Transforming Growth Factor beta', 'agonists', 'Transforming Growth Factor beta', 'metabolism']",7532824,"nitric oxide is produced in the cns by both constitutive and inducible isoforms of nitric oxide synthase. once nitric oxide synthase is transcriptionally induced in astrocytes in vitro, these cells release large amounts of nitric oxide tonically. glial cell derived nitric oxide can be toxic to neurons and oligodendrocytes and is implicated in a variety of neuropathologies, suggesting that the expression of nitric oxide synthase in glia must be finely regulated. from northern and western blot analysis we have identified various agents (transforming growth factor beta, nitric oxide, receptor agonists) that modulate cytokine induced expression of nitric oxide synthase mrna in astrocytes. this suggests that the magnitude and duration of nitric oxide production from activated astrocytes in vivo may be determined by signals from adjacent neurons and microglial cells.",Modulation of inducible nitric oxide synthase expression in astroglial cells.,Nitric oxide 
"['Administration, Inhalation', 'Animals', 'Drug Administration Schedule', 'Lung', 'physiology', 'Models, Biological', 'Nitric Oxide', 'administration & dosage', 'pharmacokinetics', 'Pulmonary Ventilation', 'physiology', 'Respiration, Artificial', 'instrumentation', 'methods', 'standards', 'Swine']",12594148,"pulsed administration of nitric oxide has proven effective in relieving pulmonary hypertension and in improving oxygenation. with this delivery method the nitric oxide administration to low ventilated lung regions is avoided with subsequent enhancement in oxygenation. this study presents (i) pulsed administration technique for nitric oxide during artificial ventilation, (ii) evaluation of the delivery in an animal model, and (iii) validation of the delivery device in a laboratory setting.
nitric oxide was delivered in four different pulse volumes synchronously with inspiration. the delivery was monitored with a fast responding high sensitivity nitric oxide monitor and nitric oxide uptake was calculated. pulse delivery dose range, accuracy of the delivered dose, and stability of successive doses were analysed in a laboratory setting.
uptake of the delivered nitric oxide was 87 92%. measured nitric oxide pulse concentration was 1.6 fold the delivery concentration, calculated as the ratio of nitric oxide flow to inspiration flow. dose accuracy and stability were both 5% or 3 nmol in the validated range of 3 1000 nmol.
with pulsed administration nitric oxide therapy can be directed to well ventilated lung regions. avoiding administration to the anatomic dead space eliminates nitric oxide exhalation effectively, which makes the method optimal for nitric oxide therapy in a rebreathing circuit. the required dose range from paediatric to adult is covered by the delivery device with a single nitric oxide gas supply.",Administration of nitric oxide into open lung regions: delivery and monitoring.,Nitric oxide 
"['Adult', 'Female', 'Humans', 'Luminescent Measurements', 'Male', 'Middle Aged', 'Mouth Breathing', 'metabolism', 'Nasal Cavity', 'metabolism', 'Nitric Oxide', 'analysis', 'metabolism', 'Reference Values', 'Regression Analysis', 'Statistics, Nonparametric', 'Time Factors']",10367927,"nasal nitric oxide is present in high concentrations in the upper airway relative to the lower respiratory tract.
to explore the rate of nitric oxide accumulation in the nonventilated nasal cavity.
in 9 healthy subjects previously trained to close the soft palate, steady state plateau nitric oxide levels were recorded while air was aspirated through the nasal airway in series at a constant flow rate. nitric oxide was then allowed to accumulate in the nasal cavity by occluding both nares and keeping the velum closed. after varying occlusion times, peak nitric oxide levels and a second plateau were ascertained.
while the subjects aspirated air at a constant flow, there was a slow rise to a first nitric oxide plateau. on opening to the analyzer after the accumulation period, the peak nitric oxide level was several times higher than the initial plateau (range, 2810 19008 ppb) and then slowly returned to previous plateau levels. there was no significant difference between initial and second plateau nitric oxide levels for any period. the accumulated nitric oxide peak increased in direct proportion to the accumulation time (p<.001).
nitric oxide concentrations accumulate in the nonventilated nasal cavity in proportion to the time of nonventilation. peak nasal nitric oxide values after accumulation are similar to published sinus nitric oxide measurements obtained by direct puncture. these results suggest an important alternative source of nitric oxide in humans.",Nitric oxide accumulation in the nonventilated nasal cavity.,Nitric oxide 
"['Administration, Inhalation', 'Humans', 'Luminescent Measurements', 'Models, Chemical', 'Nitric Oxide', 'administration & dosage', 'chemistry', 'Nitrogen Dioxide', 'chemistry', 'Oxidation-Reduction', 'Oxygen', 'chemistry', 'Respiration, Artificial']",9602588,"we have evaluated the kinetics of nitrogen dioxide production in a system for inhalation of nitric oxide. in addition to a small fraction of contamination of nitrogen dioxide in the nitric oxide stock gas, a considerable part of the total concentration of nitrogen dioxide is formed immediately after mixing of nitric oxide and oxygen. this initial build up of nitrogen dioxide is followed by a linear, time dependent increase in the concentration of nitrogen dioxide. an equation describing the concentration of nitrogen dioxide in the delivery system is formulated: [no2] = ka x [no] + kb x [no]2 x [o2] + kc x t x [no]2 x [o2], where nitrogen dioxide [no2] and nitric oxide [no] concentrations are in parts per million (ppm), oxygen concentration [o2] is expressed as a percentage and contact time (t) is in seconds. the rate constants are ka = 5.12 x 10( 3), kb = 1.41 x 10( 6) and kc = 0.86 x 10( 6). calculated nitrogen dioxide values correlated well with measured concentrations. this new finding of an initial build up of nitrogen dioxide has to be taken into consideration if the conversion of nitric oxide to nitrogen dioxide is to be calculated and in the safety guidelines for the use of nitric oxide.",Production of nitrogen dioxide in a delivery system for inhalation of nitric oxide: a new equation for calculation.,Nitrogen dioxide
"['Animals', 'Body Weight', 'drug effects', 'Collagen', 'metabolism', 'Cricetinae', 'Hydroxyproline', 'metabolism', 'Lung', 'drug effects', 'metabolism', 'Male', 'Nitrogen Dioxide', 'pharmacology', 'Pancreatic Elastase', 'metabolism', 'Time Factors']",475464,"male syrian hamsters were exposed to 30 +/  5 ppm nitrogen dioxide for 22 hr daily for 3 wk. nitrogen dioxide exposed hamsters sacrificed at various times during the 3 wk exposure showed a general loss of body weight and an increased dry lung weight when compared with the controls, which were housed in a similar, but nitrogen dioxide free environment. analysis of total lung collagen and total lung elastin revealed a net decrease in the moieties within 4 and 10 days, respectively, following commencement of nitrogen dioxide exposure. total lung collagen returned toward pre exposure levels by the 14th day of nitrogen dioxide exposure. total lung elastin did not return toward normal until termination of nitrogen dioxide exposure. recovery in room air for 3 wk following 21 days of nitrogen dioxide exposure restored the total pulmonary collagen and elastin to valutin and collagen degradation and synthesis differ during and after nitrogen dioxide exposure. lung collagen loss was observed earlier and was restored to normal values during the continuation of nitrogen dioxide exposure. lung elastin loss occurred later and persisted during the entire period of exposure but returned to normal after exposure was terminated.",Effects of nitrogen dioxide on elastin and collagen contents of lung.,Nitrogen dioxide
"['Absorption', 'Administration, Inhalation', 'Calcium Compounds', 'chemistry', 'Gas Scavengers', 'Humans', 'Hydroxides', 'chemistry', 'Nitric Oxide', 'administration & dosage', 'chemistry', 'Nitrogen Dioxide', 'administration & dosage', 'chemistry', 'Oxides', 'chemistry', 'Potassium Compounds', 'chemistry', 'Sodium Hydroxide', 'chemistry', 'Vasodilator Agents', 'administration & dosage', 'chemistry']",9422905,"nitrogen dioxide is formed during delivery of inhaled nitric oxide for the treatment of patients with pulmonary hypertension. soda lime has been shown to absorb nitrogen dioxide. we tested three different commercially available soda lime preparations (sodasorb, drägersorb 800 and sofnolime) for their efficacy in absorbing nitrogen dioxide and nitric oxide during simulated nitric oxide inhalation. all soda lime preparation absorbed nitrogen dioxide (15%, 24% and 34%, respectively). to test if this difference could be attributed to the potassium hydroxide (koh) content of the different preparations, two other preparations with a higher (3.0% and 7.3% w/w, respectively) koh content were tested and we found an increase in nitrogen dioxide removal up to 47% and 46%, respectively. we conclude that soda lime absorbed nitrogen dioxide during nitric oxide inhalation. this effect seemed to be moderate under simulated clinical conditions, but increased using soda lime with a higher koh content. nevertheless, we recommend continuous monitoring of inspired nitrogen dioxide concentration during clinical inhalation of nitric oxide.",Reduction in nitrogen dioxide concentration by soda lime preparations during simulated nitric oxide inhalation.,Nitrogen dioxide
"['Animals', 'Cilia', 'drug effects', 'ultrastructure', 'Dose-Response Relationship, Drug', 'Eosinophilia', 'chemically induced', 'pathology', 'Female', 'Guinea Pigs', 'Microscopy, Electron', 'Nasal Mucosa', 'drug effects', 'ultrastructure', 'Nitrogen Dioxide', 'toxicity', 'Random Allocation', 'Time Factors']",7825439,"nitrogen dioxide exposure induced mucosal pathology of the guinea pig nose was studied. guinea pigs were exposed to 3 ppm or 9 ppm of nitrogen dioxide for 6 h a day, 6 times weekly for 2 weeks, and sacrificed 24 h after the final exposure. exposure to 3 ppm of nitrogen dioxide resulted in decreased ciliary activity and slight eosinophil accumulation on the epithelium and submucosal layer. more serious pathologies were observed in the nose of guinea pigs exposed to 9 ppm of nitrogen dioxide, including a more prominent eosinophil influx to the epithelium and epithelial injury due to activation of eosinophils. epithelial damage induced by nitrogen dioxide could lead to hyperresponsiveness and may result in a prolonged allergic inflammation. our study suggests that environmental nitrogen dioxide may contribute to hyperresponsiveness and thus be involved in the increased morbidity of allergic rhinitis.",Nitrogen dioxide-induced eosinophilia and mucosal injury in the nose of the guinea pig.,Nitrogen dioxide
"['Curcumin', 'metabolism', 'pharmacology', 'Free Radicals', 'metabolism', 'Hemoglobins', 'antagonists & inhibitors', 'metabolism', 'Humans', 'Kinetics', 'Nitrogen Dioxide', 'pharmacology', 'toxicity', 'Oxidation-Reduction', 'drug effects']",7651374,"curcumin protects hemoglobin from nitrogen dioxide induced oxidation. curcumin was also found to scavenge nitrogen dioxide in a concentration dependent way. the study also explains the ability of curcumin to protect hemoglobin from nitrite induced oxidation, where nitrogen dioxide is a key intermediate.",Curcumin inhibits nitrogen dioxide induced oxidation of hemoglobin.,Nitrogen dioxide
"['Absorption', 'Administration, Inhalation', 'Calcium Compounds', 'chemistry', 'Evaluation Studies as Topic', 'Gas Scavengers', 'Humans', 'Nitric Oxide', 'administration & dosage', 'chemistry', 'Nitrogen Dioxide', 'chemistry', 'Oxidation-Reduction', 'Oxides', 'chemistry', 'Sodium Hydroxide', 'chemistry', 'Zeolites', 'chemistry']",9861131,"we have analysed the ability of three nitrogen dioxide absorbing materials (soda lime, noxon and zeolite) to act as nitrogen dioxide scavengers during delivery of inhaled nitric oxide. different mixtures of gas were produced in a ventilator (servo ventilator 300) and passed through an inspiratory tube. concentrations of nitrogen dioxide and nitric oxide were measured in the distal part of the tube, with and without the gas having passed through a canister containing the different filter materials. our findings indicated that nitrogen dioxide was absorbed effectively by all filter materials but that there was re formation of nitrogen dioxide from nitric oxide and oxygen in or immediately after the canister. this initial production of nitrogen dioxide was very rapid and could not be prevented by the use of scavengers. thus soda lime and zeolite had no practical effect as scavengers in this delivery system, and the effect of noxon was very slight.",Evaluation of nitrogen dioxide scavengers during delivery of inhaled nitric oxide.,Nitrogen dioxide
"['Electrochemistry', 'Humans', 'Luminescent Measurements', 'Nitric Oxide', 'analysis', 'chemistry', 'Nitrogen Dioxide', 'analysis', 'chemistry', 'Oxygen', 'chemistry', 'Reproducibility of Results', 'Respiration, Artificial']",10364991,"therapy with inhaled nitric oxide in oxygen requires adequate monitoring of nitric oxide and nitrogen dioxide. the characteristics of chemiluminescence and electrochemical measurement techniques were determined by analysis of continuously flowing gas mixtures and comparisons with traceable gas standards. gas mixtures were also diluted with mass flow controllers and in addition created in ventilator breathing systems. factors influencing the formation of nitrogen dioxide were defined. both techniques accurately measured nitric oxide (10 80 parts per million, ppm) and nitrogen dioxide (0.5 5 ppm) in normoxic and hyperoxic (90% oxygen) gas in the studied ranges. nitrogen dioxide in hyperoxic gas had three origins: (1) from the premixing point of nitric oxide in nitrogen, (2) as a result of the mixing process, and (3) from post mixing and time dependent continuous formation of nitrogen dioxide in oxygen. we conclude that adequate monitoring is possible and that factors affecting nitrogen dioxide generation can be defined.",Formation of nitrogen dioxide from nitric oxide and their measurement in clinically relevant circumstances.,Nitrogen dioxide
[],18846173,"we report on a monitoring technique for nitrogen dioxide based on broadband absorption spectroscopy using a blue light emitting diode (led) operating around 465 nm. the technique is suited for real time measurements of nitrogen dioxide due to the use of a straightforward data evaluation method, limited interference from other gases, and a low degree of complexity compared with other real time optical detection techniques having the same precision. additionally, the use of a led can reduce the cost of nitrogen dioxide monitoring. real time measurements of nitrogen dioxide concentration were demonstrated at atmospheric pressure, which is of great interest for industrial nitrogen dioxide emission monitoring; a detection limit of about 3 ppm using a 50 cm long gas cell with 2 s integration time was achieved.",Nitrogen dioxide monitoring using a blue LED.,Nitrogen dioxide
"['Animals', 'Antibody Formation', 'drug effects', 'Body Weight', 'drug effects', 'Female', 'Fluorescent Antibody Technique', 'Immunosuppressive Agents', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Nitrogen Dioxide', 'pharmacology', 'Spleen', 'drug effects', 'Thymus Gland', 'drug effects']",7018408,"the effects of acute exposure to nitrogen dioxide on primary humoral antibody response to sheep red blood cells in mice were studied. mice were exposed to 5 ppm, 20 ppm, and 40 ppm nitrogen dioxide for 12 hr. an exposure of 20 ppm or 40 ppm resulted in a significant suppression of antibody responses, but 5 ppm did not affect antibody response. this immunosuppression resulting from nitrogen dioxide exposure was more apparent in males than females. exposures to 20 ppm nitrogen dioxide for various time intervals revealed that the strongest suppression effect was observed in the group exposed 2 days after antigen injection. a decreased total cell number in the spleen, and more strikingly, in the thymus, was also caused by acute exposure to nitrogen dioxide.",Effects of acute exposure to nitrogen dioxide on primary antibody response.,Nitrogen dioxide
[],15293394,a new stripping coil for the collection of nitrogen dioxide (no2) has been developed to increase its versatility and efficiency. nitrogen dioxide measurements based on quantitative collection through a reaction coil into an alkaline solution has been examined. nitrogen dioxide is collected in a 0.1 n naoh solution. this collection system has an efficiency of nearly 100%. the absorbed nitrogen dioxide has been measured by fluorescence detection with sub ppbv detection limits. the excitation wavelength at 360 nm and the produced emission wavelength at 405 nm were suitable for nitrite ion measurements.,A new method for atmospheric nitrogen dioxide measurements using the combination of a stripping coil and fluorescence detection.,Nitrogen dioxide
[],31385133,"nuclear factor erythroid 2 related factor 2 (nrf2) is a pleiotropic transcription factor that has neuroprotective and anti inflammatory effects, regulating more than 250 genes. as nrf2, cannabinoid receptor type 2 (cb",Cannabinoid CB,Nuclear factor erythroid 2-related factor 2 (nrf2)
"['Analgesics', 'administration & dosage', 'Analgesics, Opioid', 'administration & dosage', 'Animals', 'Chronic Pain', 'chemically induced', 'drug therapy', 'metabolism', 'Drug Therapy, Combination', ""Freund's Adjuvant"", 'toxicity', 'Inflammation', 'chemically induced', 'drug therapy', 'metabolism', 'Isothiocyanates', 'administration & dosage', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Morphine', 'administration & dosage', 'NF-E2-Related Factor 2', 'agonists', 'biosynthesis', 'Treatment Outcome']",28947488,"the activation of nuclear factor erythroid 2 related factor 2 (nrf2) exerts potent antioxidative and anti inflammatory effects; however, its participation in the modulation of chronic inflammatory pain and on the antinociceptive effects of ",Treatment with Sulforaphane Produces Antinociception and Improves Morphine Effects during Inflammatory Pain in Mice.,Nuclear factor erythroid 2-related factor 2 (nrf2)
[],30931327,"sinapic acid (sa) modulates the nuclear factor erythroid 2 related factor 2 (nrf2) signaling pathway in chondrocytes. in order to test the hypothesis that sa is protective against the development of osteoarthritis (oa), primary mouse chondrocytes were treated ",Alleviation of Cartilage Destruction by Sinapic Acid in Experimental Osteoarthritis.,Nuclear factor erythroid 2-related factor 2 (nrf2)
[],31431054,"multiple clinical studies have shown that bardoxolone methyl, a potent activator of nuclear factor erythroid 2 related factor 2 (nrf2), is effective in increasing glomerular filtration rate in patients with chronic kidney disease. however, whether an nrf2 activator can protect tubules from proteinuria induced tubular damage ",Bardoxolone methyl analog attenuates proteinuria-induced tubular damage by modulating mitochondrial function.,Nuclear factor erythroid 2-related factor 2 (nrf2)
"['Aged', 'Biomarkers, Tumor', 'genetics', 'metabolism', 'Cell Line, Tumor', 'Estrogen Receptor alpha', 'genetics', 'metabolism', 'Female', 'Humans', 'Middle Aged', 'NF-E2-Related Factor 2', 'genetics', 'metabolism', 'Ovarian Neoplasms', 'genetics', 'metabolism', 'pathology']",30597961,"nuclear factor erythroid 2 related factor 2 (nrf2) regulates cytoprotective antioxidant processes. in this study, the prognostic potential of nrf2 and its interactions with the estrogen receptor α (erα) in ovarian cancer cells was investigated. nrf2 and erα protein expression in ovarian cancer tissue was analyzed as well as mrna expression of nrf2 (",Interaction of ERα and NRF2 Impacts Survival in Ovarian Cancer Patients.,Nuclear factor erythroid 2-related factor 2 (nrf2)
[],30862296,there are limited studies focused on the precise mechanism of gonadotropin releasing hormone (gnrh) secretion dysfunction after overexposure to manganese (mn). the objective of the present study was to explore the mechanism of mn disruption of gnrh synthesis via nuclear factor erythroid 2 related factor 2 (nrf2)/metabotropic glutamate receptor 5 (mglur5)/cyclooxygenase 2 (cox 2)/prostaglandin e2 (pge,The effect of manganese exposure on GnRH secretion via Nrf2/mGluR5/COX-2/PGE2/signaling pathway.,Nuclear factor erythroid 2-related factor 2 (nrf2)
[],31333462,massive intravascular hemolysis is associated with acute kidney injury (aki). nuclear factor erythroid 2 related factor 2 (nrf2) plays a central role in the defense against oxidative stress by activating the expression of antioxidant proteins. we investigated the role of nrf2 in intravascular hemolysis and whether nrf2 activation protected against hemoglobin (hb)/heme mediated renal damage ,Nrf2 Plays a Protective Role Against Intravascular Hemolysis-Mediated Acute Kidney Injury.,Nuclear factor erythroid 2-related factor 2 (nrf2)
[],30585515,environmental pollution is one of the risk factors for respiratory diseases. the nuclear factor erythroid 2 related factor 2 (nrf2) is the major mechanisms contributing to cellular defense against oxidative damage. gallic acid (ga) is regarded as potent anti inflammatory and antioxidant agents. the aim was to evaluate the role of nrf2 pathway in particulate matter (pm,In vivo and in vitro evidence for the involvement of Nrf2-antioxidant response element signaling pathway in the inflammation and oxidative stress induced by particulate matter (PM10): the effective role of gallic acid.,Nuclear factor erythroid 2-related factor 2 (nrf2)
"['Animals', 'Butylated Hydroxyanisole', 'administration & dosage', 'Carbon Tetrachloride', 'toxicity', 'Chemical and Drug Induced Liver Injury', 'immunology', 'Dual Specificity Phosphatase 1', 'genetics', 'metabolism', 'Feedback, Physiological', 'Furosemide', 'toxicity', 'Hep G2 Cells', 'Humans', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Knockout', 'NF-E2-Related Factor 2', 'metabolism', 'Promoter Regions, Genetic', 'genetics', 'RNA, Small Interfering', 'genetics', 'Signal Transduction']",29241671,"the present study was undertaken to investigate the possible protective effect of mitogen activated protein kinase phosphatase 1 (mkp 1) on toxin induced hepatic injury. here, we uncovered a positive feedback loop between mkp 1, a dual threonine/tyrosine phosphatase, and nuclear factor erythroid 2 related factor 2 (nrf2), a crucial regulator of the defense system in the liver. mkp 1",Mkp-1 protects mice against toxin-induced liver damage by promoting the Nrf2 cytoprotective response.,Nuclear factor erythroid 2-related factor 2 (nrf2)
"['Aldosterone', 'adverse effects', 'Angiotensinogen', 'metabolism', 'Animals', 'Blood Pressure', 'drug effects', 'Disease Models, Animal', 'Fatty Acid-Binding Proteins', 'urine', 'Hypertension, Renal', 'chemically induced', 'metabolism', 'prevention & control', 'Kidney', 'drug effects', 'metabolism', 'Mice', 'NF-E2-Related Factor 2', 'metabolism', 'Oleanolic Acid', 'analogs & derivatives', 'pharmacology', 'therapeutic use', 'Oxidative Stress', 'drug effects', 'Protective Agents', 'pharmacology', 'therapeutic use', 'Reactive Oxygen Species', 'metabolism', 'Renin-Angiotensin System', 'drug effects', 'physiology', 'Sodium Chloride', 'adverse effects', 'Up-Regulation', 'drug effects']",28978980,"the aim of this study was to investigate the renoprotective effect of bardoxolone methyl (bm), a nuclear factor erythroid 2 related factor 2 (nrf2) activator with an antioxidant effect, in a salt sensitive hypertension model induced by aldosterone (ald) and salt. tubulointerstitial damage with urinary liver type fatty acid binding protein (l fabp) was evaluated using human l fabp chromosomal transgenic (l fabp","Role of bardoxolone methyl, a nuclear factor erythroid 2-related factor 2 activator, in aldosterone- and salt-induced renal injury.",Nuclear factor erythroid 2-related factor 2 (nrf2)
"['Arteriosclerosis', 'etiology', 'Endothelium, Vascular', 'injuries', 'physiopathology', 'Erythrocyte Deformability', 'Hemorheology', 'Humans', 'Hypercholesterolemia', 'complications', 'physiopathology', 'Lipid Peroxidation', 'Lipids', 'blood', 'chemistry', 'Luminescent Measurements', 'Models, Biological', 'Stress, Mechanical']",8577297,"haemodynamic factors activate mechanochemiemission between the surfaces of vessels and blood cells, i.e. optical, acoustic, heat and radioemissions which initiate formation of lipid peroxide radicals causing vascular wall damage. subsequent development of mechanochemiemission reactions in lipids results in formation of atherosclerotic plaques in the arterial intima.",Mechanochemiemission and atherogenesis.,Peroxide Radicals
"['Animals', 'Ascorbic Acid', 'pharmacology', 'Catalase', 'pharmacology', 'Cell Line', 'Cell Survival', 'Cells, Cultured', 'drug effects', 'Chromosome Mapping', 'Cricetinae', 'Culture Media', 'Drug Resistance', 'Female', 'Hypoxanthine Phosphoribosyltransferase', 'genetics', 'Mutagens', 'Mutation', 'Ovary', 'Thioguanine', 'pharmacology']",7370967,"exposure of chinese hamster ovary (cho) cells to solutions of ascorbate (2  5 x 10( 4) m) resulted in the induction of somatic mutations at the hypoxanthineguanine phosphoribosyl transferase (hgprt) locus. mutant cells were resistant to 6 thioguanine (10 microgram/ml) and sensitive to hat (hypoxanthine, aminopterin, thymidine) medium. doses of ascorbate which were mutagenic were also toxic. addition of catalase to such ascorbate concentrations prevented both mutagenesis and toxicity. this suggests that mutagenic metabolites of ascorbate may involve peroxide radicals.",Mutagenic activity of ascorbate in mammalian cell cultures.,Peroxide Radicals
